teams,percent_winners,percent_winners_8,percent_winners_4,percent_winners_2
France,1.246294059514659,12.149532710280374,17.80821917808219,42.97520661157025
Argentina,1.1639398265070826,8.411214953271028,12.32876712328767,29.75206611570248
Croatia,0.9223674096848578,4.906542056074766,7.191780821917808,17.355371900826448
Morocco,0.9223674096848578,2.803738317757009,4.10958904109589,9.917355371900827
